antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
cuisine:filipino,"corn, filling",0.015310492505353318,0.30620985010706636,3.174250832408435,1,2,frozenset({'cuisine:filipino'}),"frozenset({'corn', 'filling'})",cuisine_to_ingredient,filipino
"crouton, sugar",vermicelli,0.011884368308351177,0.3663366336633663,3.171069655621725,2,1,"frozenset({'sugar', 'crouton'})",frozenset({'vermicelli'}),ingredient_to_ingredient,
cuisine:thai,rice,0.02537473233404711,0.5074946466809421,3.1621080720480323,1,1,frozenset({'cuisine:thai'}),frozenset({'rice'}),cuisine_to_ingredient,thai
"chocolate, pepper","filling, sugar",0.010599571734475375,0.4669811320754717,3.135588622275274,2,2,"frozenset({'chocolate', 'pepper'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"chocolate, grape","filling, sugar",0.019593147751605994,0.4621212121212121,3.102956233797355,2,2,"frozenset({'chocolate', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"crabmeat, filling, sugar",chocolate,0.012098501070663811,0.5207373271889401,3.0802321950251432,3,1,"frozenset({'crabmeat', 'sugar', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cheese, twist",pasta,0.010813704496788009,0.6273291925465839,3.078956730628005,2,1,"frozenset({'twist', 'cheese'})",frozenset({'pasta'}),ingredient_to_ingredient,
"crouton, vermicelli",filling,0.013383297644539615,0.7575757575757576,3.0764163372859024,2,1,"frozenset({'crouton', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:moroccan, filling",yeast,0.010599571734475375,0.6,3.070684931506849,2,1,"frozenset({'cuisine:moroccan', 'filling'})",frozenset({'yeast'}),cuisine_to_ingredient,moroccan
"grape, twist",pasta,0.011670235546038544,0.6193181818181818,3.039638370037739,2,1,"frozenset({'twist', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,
kampyo,rice,0.010706638115631691,0.4878048780487805,3.0394246570884653,1,1,frozenset({'kampyo'}),frozenset({'rice'}),ingredient_to_ingredient,
"chicken, cuisine:chinese",pasta,0.012205567451820129,0.6162162162162163,3.0244137989802726,2,1,"frozenset({'chicken', 'cuisine:chinese'})",frozenset({'pasta'}),cuisine_to_ingredient,chinese
"cornmeal, cuisine:moroccan",yeast,0.012312633832976445,0.5897435897435896,3.01819459079733,2,1,"frozenset({'cuisine:moroccan', 'cornmeal'})",frozenset({'yeast'}),cuisine_to_ingredient,moroccan
"cuisine:southern_us, sugar",tikka paste,0.011777301927194861,0.3819444444444445,2.997782446311858,2,1,"frozenset({'sugar', 'cuisine:southern_us'})",frozenset({'tikka paste'}),cuisine_to_ingredient,southern_us
"char, cuisine:chinese",pasta,0.012419700214132762,0.6105263157894737,2.996487540448599,2,1,"frozenset({'char', 'cuisine:chinese'})",frozenset({'pasta'}),cuisine_to_ingredient,chinese
"chicken, truffle",pasta,0.010706638115631691,0.6097560975609756,2.9927072786229694,2,1,"frozenset({'chicken', 'truffle'})",frozenset({'pasta'}),ingredient_to_ingredient,
"crouton, grape",filling,0.011563169164882228,0.7346938775510204,2.9834960070984917,2,1,"frozenset({'crouton', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"crabmeat, filling","chocolate, sugar",0.012098501070663811,0.37792642140468224,2.968740770327782,2,2,"frozenset({'crabmeat', 'filling'})","frozenset({'sugar', 'chocolate'})",ingredient_to_ingredient,
cola,crabmeat,0.024946466809421843,0.3710191082802548,2.966882252857517,1,1,frozenset({'cola'}),frozenset({'crabmeat'}),ingredient_to_ingredient,
"chocolate, crabmeat","filling, sugar",0.012098501070663811,0.4396887159533074,2.952331133719548,2,2,"frozenset({'crabmeat', 'chocolate'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"crabmeat, shrimp stock",tikka paste,0.01006423982869379,0.376,2.951126050420168,2,1,"frozenset({'crabmeat', 'shrimp stock'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
cuisine:korean,pasta,0.029978586723768737,0.5995717344753747,2.9427220178665263,1,1,frozenset({'cuisine:korean'}),frozenset({'pasta'}),cuisine_to_ingredient,korean
"corn, crouton",filling,0.010385438972162741,0.7238805970149254,2.9395846852693057,2,1,"frozenset({'corn', 'crouton'})",frozenset({'filling'}),ingredient_to_ingredient,
"shrimp stock, tikka paste",crabmeat,0.01006423982869379,0.3671875,2.9362425085616435,2,1,"frozenset({'tikka paste', 'shrimp stock'})",frozenset({'crabmeat'}),ingredient_to_ingredient,
crouton,"filling, sugar",0.02012847965738758,0.4351851851851852,2.9220917538674547,1,2,frozenset({'crouton'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
wheat gluten,"chicken, sugar",0.012419700214132762,0.3580246913580247,2.9153885067863565,1,2,frozenset({'wheat gluten'}),"frozenset({'chicken', 'sugar'})",ingredient_to_ingredient,
"chicken, cilantro",pasta,0.013383297644539615,0.5924170616113744,2.9076065977142598,2,1,"frozenset({'chicken', 'cilantro'})",frozenset({'pasta'}),ingredient_to_ingredient,
"corn, sugar, tikka paste",crabmeat,0.012633832976445396,0.3630769230769231,2.9033719704952583,3,1,"frozenset({'tikka paste', 'sugar', 'corn'})",frozenset({'crabmeat'}),ingredient_to_ingredient,
cuisine:chinese,pasta,0.029443254817987152,0.588865096359743,2.890173410404624,1,1,frozenset({'cuisine:chinese'}),frozenset({'pasta'}),cuisine_to_ingredient,chinese
"cuisine:moroccan, sugar",yeast,0.015096359743040685,0.5465116279069767,2.796941701178719,2,1,"frozenset({'cuisine:moroccan', 'sugar'})",frozenset({'yeast'}),cuisine_to_ingredient,moroccan
cherry,crabmeat,0.012955032119914348,0.34971098265895956,2.7964902209201044,1,1,frozenset({'cherry'}),frozenset({'crabmeat'}),ingredient_to_ingredient,
"bean paste, tikka paste","chicken, sugar",0.010813704496788009,0.3423728813559322,2.7879361045025344,2,2,"frozenset({'tikka paste', 'bean paste'})","frozenset({'chicken', 'sugar'})",ingredient_to_ingredient,
"chocolate, corn, grape",filling,0.011241970021413276,0.6862745098039216,2.786871270247229,3,1,"frozenset({'corn', 'chocolate', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
cuisine:irish,tikka paste,0.017665952890792293,0.3533190578158458,2.7731092436974794,1,1,frozenset({'cuisine:irish'}),frozenset({'tikka paste'}),cuisine_to_ingredient,irish
"beef, tikka paste","chicken, sugar",0.013704496788008565,0.3386243386243386,2.7574117896698542,2,2,"frozenset({'beef', 'tikka paste'})","frozenset({'chicken', 'sugar'})",ingredient_to_ingredient,
"chocolate, rice","filling, sugar",0.013918629550321198,0.41009463722397477,2.753618915651995,2,2,"frozenset({'rice', 'chocolate'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"chocolate, crouton",filling,0.010813704496788009,0.6778523489932886,2.752669973737963,2,1,"frozenset({'chocolate', 'crouton'})",frozenset({'filling'}),ingredient_to_ingredient,
"pisco, sugar",crabmeat,0.011884368308351177,0.3425925925925926,2.7395674784373414,2,1,"frozenset({'pisco', 'sugar'})",frozenset({'crabmeat'}),ingredient_to_ingredient,
"beef, chicken",tikka paste,0.01670235546038544,0.3451327433628319,2.7088569941250844,2,1,"frozenset({'chicken', 'beef'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
cuisine:irish,crabmeat,0.016916488222698072,0.3383297644539614,2.705479452054794,1,1,frozenset({'cuisine:irish'}),frozenset({'crabmeat'}),cuisine_to_ingredient,irish
"corn, tikka paste",crabmeat,0.015524625267665952,0.337995337995338,2.7028051856818975,2,1,"frozenset({'tikka paste', 'corn'})",frozenset({'crabmeat'}),ingredient_to_ingredient,
pisco,crabmeat,0.016381156316916487,0.33774834437086093,2.700830082554658,1,1,frozenset({'pisco'}),frozenset({'crabmeat'}),ingredient_to_ingredient,
cola,tikka paste,0.023126338329764455,0.3439490445859873,2.6995664507841357,1,1,frozenset({'cola'}),frozenset({'tikka paste'}),ingredient_to_ingredient,
"espresso, grape","filling, sugar",0.01006423982869379,0.4017094017094017,2.69731546510842,2,2,"frozenset({'espresso', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"cuisine:chinese, sugar",pasta,0.011563169164882228,0.5482233502538072,2.690702097409647,2,1,"frozenset({'cuisine:chinese', 'sugar'})",frozenset({'pasta'}),cuisine_to_ingredient,chinese
"tikka paste, wheat gluten","corn, sugar",0.010599571734475375,0.46261682242990654,2.68375224937598,2,2,"frozenset({'wheat gluten', 'tikka paste'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"chocolate, corn","filling, sugar",0.023768736616702354,0.39928057553956836,2.6810068839249235,2,2,"frozenset({'corn', 'chocolate'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"cuisine:greek, sugar",yeast,0.013169164882226981,0.523404255319149,2.678682599825124,2,1,"frozenset({'cuisine:greek', 'sugar'})",frozenset({'yeast'}),cuisine_to_ingredient,greek
"bean paste, sugar, tikka paste",beef,0.011670235546038544,0.511737089201878,2.674663913343895,3,1,"frozenset({'sugar', 'tikka paste', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,
"crabmeat, filling",chocolate,0.014453961456102784,0.45150501672240806,2.6707136517968912,2,1,"frozenset({'crabmeat', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"crabmeat, sugar",tikka paste,0.026659528907922912,0.34016393442622955,2.6698581071772978,2,1,"frozenset({'crabmeat', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
"filling, sugar, vermicelli",chocolate,0.013169164882226981,0.4505494505494506,2.6650613477719243,3,1,"frozenset({'sugar', 'vermicelli', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cereal, chicken",pasta,0.013276231263383297,0.5414847161572052,2.6576286121430877,2,1,"frozenset({'chicken', 'cereal'})",frozenset({'pasta'}),ingredient_to_ingredient,
cuisine:moroccan,yeast,0.025910064239828695,0.5182012847965739,2.6520547945205477,1,1,frozenset({'cuisine:moroccan'}),frozenset({'yeast'}),cuisine_to_ingredient,moroccan
cuisine:moroccan,"sugar, yeast",0.015096359743040685,0.30192719486081365,2.650375939849624,1,2,frozenset({'cuisine:moroccan'}),"frozenset({'sugar', 'yeast'})",cuisine_to_ingredient,moroccan
"bean paste, tikka paste",beef,0.01595289079229122,0.5050847457627118,2.6398945301755616,2,1,"frozenset({'tikka paste', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,
"filling, sugar, yeast",chocolate,0.017773019271948607,0.4462365591397849,2.63955000783128,3,1,"frozenset({'sugar', 'yeast', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"chocolate, tagliatelle","sugar, yeast",0.01145610278372591,0.30056179775280895,2.638390217115823,2,2,"frozenset({'tagliatelle', 'chocolate'})","frozenset({'sugar', 'yeast'})",ingredient_to_ingredient,
"beef, corn, sugar",tikka paste,0.011563169164882228,0.33333333333333337,2.6162464985994403,3,1,"frozenset({'beef', 'corn', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
wheat gluten,crabmeat,0.011349036402569594,0.3271604938271605,2.616163537967191,1,1,frozenset({'wheat gluten'}),frozenset({'crabmeat'}),ingredient_to_ingredient,
"corn, cured meat",cucumber,0.010706638115631691,0.4132231404958677,2.6077730623185165,2,1,"frozenset({'corn', 'cured meat'})",frozenset({'cucumber'}),ingredient_to_ingredient,
cuisine:british,tikka paste,0.016595289079229122,0.33190578158458245,2.6050420168067228,1,1,frozenset({'cuisine:british'}),frozenset({'tikka paste'}),cuisine_to_ingredient,british
"chocolate, pepper","corn, sugar",0.010171306209850108,0.4481132075471698,2.599613266143209,2,2,"frozenset({'chocolate', 'pepper'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
bitter gourd,"filling, sugar",0.012526766595289078,0.3861386138613861,2.5927639492921255,1,2,frozenset({'bitter gourd'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"corn, shrimp stock",tikka paste,0.010278372591006424,0.32989690721649484,2.5892748852118173,2,1,"frozenset({'corn', 'shrimp stock'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
"filling, rice, sugar",chocolate,0.013918629550321198,0.4377104377104377,2.5891168386418544,3,1,"frozenset({'rice', 'sugar', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
cuisine:southern_us,tikka paste,0.016381156316916487,0.32762312633832974,2.5714285714285716,1,1,frozenset({'cuisine:southern_us'}),frozenset({'tikka paste'}),cuisine_to_ingredient,southern_us
"char, corn",pasta,0.010813704496788009,0.5233160621761658,2.5684561328036724,2,1,"frozenset({'char', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
"bitter gourd, sugar",filling,0.012526766595289078,0.6324324324324324,2.568225616921269,2,1,"frozenset({'sugar', 'bitter gourd'})",frozenset({'filling'}),ingredient_to_ingredient,
chicken bouillon,pasta,0.016274089935760173,0.5205479452054795,2.554870104161418,1,1,frozenset({'chicken bouillon'}),frozenset({'pasta'}),ingredient_to_ingredient,
balsamic vinegar,filling,0.010492505353319057,0.6282051282051281,2.551059085841694,1,1,frozenset({'balsamic vinegar'}),frozenset({'filling'}),ingredient_to_ingredient,
"crouton, sugar",chocolate,0.013918629550321198,0.429042904290429,2.5378471982727087,2,1,"frozenset({'sugar', 'crouton'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"crouton, sugar",filling,0.02012847965738758,0.6204620462046204,2.51961543980485,2,1,"frozenset({'sugar', 'crouton'})",frozenset({'filling'}),ingredient_to_ingredient,
crouton,filling,0.0284796573875803,0.6157407407407407,2.500442834138486,1,1,frozenset({'crouton'}),frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, sugar, vermicelli",filling,0.013169164882226981,0.6150000000000001,2.4974347826086962,3,1,"frozenset({'sugar', 'chocolate', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, vermicelli",filling,0.01702355460385439,0.6138996138996139,2.492966258183649,2,1,"frozenset({'chocolate', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
pita,tagliatelle,0.010920770877944325,0.40316205533596833,2.485500723985442,1,1,frozenset({'pita'}),frozenset({'tagliatelle'}),ingredient_to_ingredient,
cuisine:southern_us,crabmeat,0.015524625267665952,0.310492505353319,2.4828767123287667,1,1,frozenset({'cuisine:southern_us'}),frozenset({'crabmeat'}),cuisine_to_ingredient,southern_us
"cuisine:spanish, sugar",yeast,0.012098501070663811,0.48497854077253216,2.4820271620906573,2,1,"frozenset({'sugar', 'cuisine:spanish'})",frozenset({'yeast'}),cuisine_to_ingredient,spanish
"corn, cuisine:filipino",filling,0.015310492505353318,0.6059322033898304,2.4606116433308767,2,1,"frozenset({'corn', 'cuisine:filipino'})",frozenset({'filling'}),cuisine_to_ingredient,filipino
cured meat,cucumber,0.029122055674518203,0.3896848137535817,2.459227135444901,1,1,frozenset({'cured meat'}),frozenset({'cucumber'}),ingredient_to_ingredient,
wheat gluten,"corn, sugar",0.014668094218415417,0.4228395061728395,2.452994402269765,1,2,frozenset({'wheat gluten'}),"frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"salt, sugar",filling,0.013597430406852249,0.6018957345971564,2.4442200700597567,2,1,"frozenset({'sugar', 'salt'})",frozenset({'filling'}),ingredient_to_ingredient,
"shrimp stock, sugar",tikka paste,0.020021413276231262,0.3106312292358804,2.438063597532036,2,1,"frozenset({'sugar', 'shrimp stock'})",frozenset({'tikka paste'}),ingredient_to_ingredient,
"grape, shrimp","filling, sugar",0.010171306209850108,0.36259541984732824,2.434680964323541,2,2,"frozenset({'shrimp', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"chocolate, yeast","filling, sugar",0.017773019271948607,0.3616557734204793,2.4283716202352816,2,2,"frozenset({'chocolate', 'yeast'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
mahlab,filling,0.01563169164882227,0.5910931174089069,2.4003520506953,1,1,frozenset({'mahlab'}),frozenset({'filling'}),ingredient_to_ingredient,
"lamb, sugar",filling,0.01113490364025696,0.5909090909090909,2.399604743083004,2,1,"frozenset({'lamb', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
semolina,"filling, sugar",0.010920770877944325,0.3566433566433566,2.3947152775333937,1,2,frozenset({'semolina'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
salt,"filling, sugar",0.013597430406852249,0.3557422969187675,2.388665027477562,1,2,frozenset({'salt'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
butter,"filling, sugar",0.014882226980728051,0.35368956743002544,2.374881782743665,1,2,frozenset({'butter'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"cilantro, corn",pasta,0.014453961456102784,0.4838709677419355,2.3748580340040344,2,1,"frozenset({'cilantro', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
"corn, sugar, yeast",chocolate,0.015096359743040685,0.4005681818181818,2.3694153376705622,3,1,"frozenset({'sugar', 'corn', 'yeast'})",frozenset({'chocolate'}),ingredient_to_ingredient,
cuisine:greek,yeast,0.023126338329764455,0.4625267665952891,2.367123287671233,1,1,frozenset({'cuisine:greek'}),frozenset({'yeast'}),cuisine_to_ingredient,greek
"cuisine:greek, sugar",chocolate,0.01006423982869379,0.4,2.3660544648511714,2,1,"frozenset({'cuisine:greek', 'sugar'})",frozenset({'chocolate'}),cuisine_to_ingredient,greek
crouton,"chocolate, sugar",0.013918629550321198,0.3009259259259259,2.363875650250755,1,2,frozenset({'crouton'}),"frozenset({'sugar', 'chocolate'})",ingredient_to_ingredient,
"filling, pepper","chocolate, sugar",0.010599571734475375,0.3009118541033435,2.3637651112911926,2,2,"frozenset({'pepper', 'filling'})","frozenset({'sugar', 'chocolate'})",ingredient_to_ingredient,
cuisine:indian,"filling, sugar",0.017558886509635975,0.3511777301927195,2.3580158159597415,1,2,frozenset({'cuisine:indian'}),"frozenset({'sugar', 'filling'})",cuisine_to_ingredient,indian
beans,yeast,0.010492505353319057,0.460093896713615,2.3546723261946103,1,1,frozenset({'beans'}),frozenset({'yeast'}),ingredient_to_ingredient,
"espresso, filling","grape, sugar",0.01006423982869379,0.31543624161073824,2.3289916969520124,2,2,"frozenset({'espresso', 'filling'})","frozenset({'sugar', 'grape'})",ingredient_to_ingredient,
"corn, filling, sugar",chocolate,0.023768736616702354,0.39361702127659576,2.32829827658227,3,1,"frozenset({'sugar', 'corn', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
